exercicio;codigo_unidade_gestora;codigo_unidade_orcamentaria;nome_unidade_orcamentaria;numero_empenho;data_empenho;codigo_elemento;nome_elemento_despesa;codigo_funcao;nome_funcao;codigo_sub_funcao;nome_sub_funcao;codigo_programa;nome_programa;codigo_acao;nome_acao;nome_credor;codigo_credor;historico;valor_contratado;valor_realizado;valor_pago;;;;;;;;;
2025;201157;02040;Secretaria de Saude;'0000372;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  (GASOLINA COMUN) MA MOTO NQI 0465 A SERVIÇO DA SECRETARIA DE SAUDE ATRAVES DE REQUISÇAO DO ORGAO.;86.64;86.64;86.64;;;;;;;;;
2025;201157;02040;Secretaria de Saude;'0000373;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  (GASOLINA COMUN) NA MOTO DE PLACA MON 2370 QUE PRESTA SERVIÇOS NA SECRETARIA DE SAUDE.;54.17;54.17;54.17;;;;;;;;;
2025;201157;02040;Secretaria de Saude;'0000374;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  (GASOLINA COMUN) NA MOTO DE PLACA OFM 6327 QUE PRESTA SERVIÇOS NA SECRETARIA DE SAUDE.;109.8;109.8;109.8;;;;;;;;;
2025;201157;02040;Secretaria de Saude;'0000375;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  (GASOLINA COMUN) NO FIESTA DE PLACA OFC 4418 QUE PRESTA SERVIÇOS NA SECRETARIA DE SAUDE;295.05;295.05;295.05;;;;;;;;;
2025;201157;02040;Secretaria de Saude;'0000376;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  (GASOLINA COMUN E ADITIVADA ) NA SPIN DE PLACA QSE 6662;3548.35;3548.35;3548.35;;;;;;;;;
2025;201157;02040;Secretaria de Saude;'0000377;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  (GASOLINA COMUN E ADITIVADA )  NO FIAT UNO OXO 3828 QUE PRESTA SERVIÇOS NA SECRETARIA DE SAUDE.;2391.03;2391.03;2391.03;;;;;;;;;
2025;201157;02040;Secretaria de Saude;'0000378;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  (DIESEL) DO VEICULO DE MICRO ONIBUS DE PLACA QSD 6309 QUE TRANSPORTA PACIENTES PARA CAMPINA GRANDE.;7896.34;7896.34;7896.34;;;;;;;;;
2025;201157;02040;Secretaria de Saude;'0000379;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  (GASOLINA COMUM E ADITIVADA NO VEICULO  CORSA DE PLACA QFT 1508 QUE PRESTA SERVIÇO NA SECRETARIA DE SAUDE.;1429.59;1429.59;1429.59;;;;;;;;;
2025;201157;02040;Secretaria de Saude;'0000380;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  (GASOLINA COMUM  NO VEICULO  CLASSIC DE PLACA QFT 1488 QUE PRESTA SERVIÇO NA SECRETARIA DE SAUDE.;1315.74;1315.74;1315.74;;;;;;;;;
2025;201157;02110;Fundo Municipal de Saude;'0000381;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;1002;SAUDE ACOLHEDORA, INTEGRAL, RESOLUTIVA E CIDADA ESSE E MEU LUGAR;2035;MANUTENCAO DO BLOCO DAS ACOES E SERVICOS PUBLICOS DE SAUDE- ATENCAO PR;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  DIESEL  NO VEICULO  FIAT TORO  QUE PRESTA SERVIÇO NA UBS -GIBÃO.;3244.13;3244.13;3244.13;;;;;;;;;
2025;201157;02110;Fundo Municipal de Saude;'0000382;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;1002;SAUDE ACOLHEDORA, INTEGRAL, RESOLUTIVA E CIDADA ESSE E MEU LUGAR;2035;MANUTENCAO DO BLOCO DAS ACOES E SERVICOS PUBLICOS DE SAUDE- ATENCAO PR;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  DIESEL  NO VEICULO L200 DE PLACA QFN 9894 QUE PRESTA SERVIÇO NA UBS -GRAVATA ASSU;4199.27;4199.27;4199.27;;;;;;;;;
2025;201157;02110;Fundo Municipal de Saude;'0000383;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;1002;SAUDE ACOLHEDORA, INTEGRAL, RESOLUTIVA E CIDADA ESSE E MEU LUGAR;2035;MANUTENCAO DO BLOCO DAS ACOES E SERVICOS PUBLICOS DE SAUDE- ATENCAO PR;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  DIESEL  NO VEICULO L200 DE PLACA QFN 9844 QUE PRESTA SERVIÇO NA UBS -COELHO;3683.7;3683.7;3683.7;;;;;;;;;
2025;201157;02110;Fundo Municipal de Saude;'0000384;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;1002;SAUDE ACOLHEDORA, INTEGRAL, RESOLUTIVA E CIDADA ESSE E MEU LUGAR;2035;MANUTENCAO DO BLOCO DAS ACOES E SERVICOS PUBLICOS DE SAUDE- ATENCAO PR;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  DIESEL  NO VEICULO L200 DE PLACA QFN 9844 QUE PRESTA SERVIÇO NA UBS -COELHO;551.86;551.86;551.86;;;;;;;;;
2025;201157;02110;Fundo Municipal de Saude;'0000385;07/02/2025;30;Material de Consumo;10;Saúde;301;Atenção Básica;1002;SAUDE ACOLHEDORA, INTEGRAL, RESOLUTIVA E CIDADA ESSE E MEU LUGAR;2035;MANUTENCAO DO BLOCO DAS ACOES E SERVICOS PUBLICOS DE SAUDE- ATENCAO PR;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  DIESEL  NA AMBULANCIA DE PLACA QSJ CEDIDA PELO MUNICIPIO DE ALGODAO PARA SERVIÇO DE APOIO JUNTO AO  PRONTO ATENDIMENTO.;3485.34;3485.34;3485.34;;;;;;;;;
2025;201157;02110;Fundo Municipal de Saude;'0000386;07/02/2025;30;Material de Consumo;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1002;SAUDE ACOLHEDORA, INTEGRAL, RESOLUTIVA E CIDADA ESSE E MEU LUGAR;2037;MANUTENCAO DO BLOCO DAS ACOES E SERVICOS PUBLICOS DE SAUDE-ATENCAO ESP;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  DIESEL  NA AMBULANCIA (MONTANA)  DE PLACA RLQ-1050 LOTADA NO PRONTO ATENDIMENTO.;2578.38;2578.38;2578.38;;;;;;;;;
2025;201157;02110;Fundo Municipal de Saude;'0000387;07/02/2025;30;Material de Consumo;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1002;SAUDE ACOLHEDORA, INTEGRAL, RESOLUTIVA E CIDADA ESSE E MEU LUGAR;2037;MANUTENCAO DO BLOCO DAS ACOES E SERVICOS PUBLICOS DE SAUDE-ATENCAO ESP;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  DIESEL  NA AMBULANCIA SAMU DE PLACA GSF 2743;969.06;969.06;969.06;;;;;;;;;
2025;201157;02070;Secretaria de Desenvolvimento Social;'0000388;07/02/2025;30;Material de Consumo;8;Assistêncial Social;122;Administração Geral;1003;DESENVOLVIMENTO SOCIAL, POR MAIS CIDADANIA E DIREITOS ESSE E MEU LUGAR;2025;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE DESENVOLVIMENTO SOCIAL;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  NO VEICULO AIR CROSS DE PLACA QSF 5809 ,QUE PRESTA SERVIÇO JUNTO A SECRETARIA DE DESENVOLVIMENTO SOCIAL;3028.24;3028.24;3028.24;;;;;;;;;
2025;201157;02070;Secretaria de Desenvolvimento Social;'0000389;07/02/2025;30;Material de Consumo;8;Assistêncial Social;122;Administração Geral;1003;DESENVOLVIMENTO SOCIAL, POR MAIS CIDADANIA E DIREITOS ESSE E MEU LUGAR;2025;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE DESENVOLVIMENTO SOCIAL;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  NO VEICULO SPIM BRANCA  DE PLACA QNS 4268 ,QUE PRESTA SERVIÇO JUNTO A SECRETARIA DE DESENVOLVIMENTO SOCIAL;921.57;921.57;921.57;;;;;;;;;
2025;201157;02060;Secretaria de Transito;'0000390;07/02/2025;30;Material de Consumo;26;Transporte;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2024;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE TRANSITO;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL  NO VEICULO PALIO  DE PLACA QFE 8506 ,QUE PRESTA SERVIÇO JUNTO A SECRETARIA DE TRANSITO.;462.08;462.08;462.08;;;;;;;;;
2025;201157;02060;Secretaria de Transito;'0000391;07/02/2025;30;Material de Consumo;26;Transporte;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2024;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE TRANSITO;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL NO VEICULO MOTO XRE DE PLACA SKX 7B03 ,QUE PRESTA SERVIÇO JUNTO A SECRETARIA DE TRANSITO.;92.69;92.69;92.69;;;;;;;;;
2025;201157;02060;Secretaria de Transito;'0000392;07/02/2025;30;Material de Consumo;26;Transporte;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2024;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE TRANSITO;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL NO VEICULO MOTO XRE DE PLACA SKX 7A83 ,QUE PRESTA SERVIÇO JUNTO A SECRETARIA DE TRANSITO.;180.04;180.04;180.04;;;;;;;;;
2025;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0000393;07/02/2025;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL NO VEICULO CAMINHÕ CAÇAMBA IVECO DE PLACA SDI 8J58 ,QUE PRESTA SERVIÇO JUNTO A SECRETARIA DE AGRICULTURA.;5392.17;5392.17;5392.17;;;;;;;;;
2025;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000394;07/02/2025;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL (DIESEL S 10), DESTINADO AO VEICULO CAMINHÃO COMPACTADOR  DE PLACA SKX-4C74/PB , PERTENCENTE A SECRETARIA DE OBRAS E SERVIÇOS URBANOS, DESTE MUNICIPIO.;12260.54;12260.54;12260.54;;;;;;;;;
2025;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0000395;07/02/2025;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL NO VEICULO CAMINHÕ CAÇAMBA IVECO DE PLACA SDI 8J58 ,QUE PRESTA SERVIÇO JUNTO A SECRETARIA DE AGRICULTURA.;2565.76;2565.76;2565.76;;;;;;;;;
2025;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0000396;07/02/2025;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL (DIESEL S10 E DIESEL S500) NO VEICULO CAMINHÃO CAÇAMBA DE PLACA OGE 2417, QUE PRESTA SERVIÇOS JUNTO A SECRETARIA DE AGRICULTURA.;6167.51;6167.51;6167.51;;;;;;;;;
2025;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000397;07/02/2025;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL (DIESEL S10 E DIESEL S500) NO VEICULO MOTONIVELADORA NEW ROLLAND , PERTENCENTE A SECRETARIA DE OBRAS E SERVIÇOS URBANOS DESTE MUNICIPIO.;3573.51;3573.51;3573.51;;;;;;;;;
2025;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0000398;07/02/2025;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL (DIESEL S 500), DESTINADO AO VEICULO PA CARREGADEIRA , PERTENCENTE A SECRETARIA DE AGRICULTURA, DESTE MUNICIPIO.;2118.36;2118.36;2118.36;;;;;;;;;
2025;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0000399;07/02/2025;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL (DIESEL S 500), DESTINADO AO VEICULO RETROESCAVADEIA , PERTENCENTE A SECRETARIA DE AGRICULTURA, DESTE MUNICIPIO.;5165.51;5165.51;5165.51;;;;;;;;;
2025;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000400;07/02/2025;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL (GASOLINA), DESTINADO AO VEICULO FIAT STRADA DE PLACA KJW-8231/PB , PERTENCENTE A SECRETARIA DE OBRAS E SERVIÇOS URBANOS, DESTE MUNICIPIO.;299.7;299.7;299.7;;;;;;;;;
2025;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000401;07/02/2025;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;CICERA DO SOCORRO DOS SANTOS BALBINO;'07590039000155;VALOR QUE ORA SE EMPENHA PARA ATENDER DESPESA COM O CONSUMO DE COMBUSTIVEL (DIESEL S 10 E DIESEL S 500), DESTINADO AO CAMINHÃO MUNCK IVECO DE PLACA RLX-7I97/PB , PERTENCENTE A SECRETARIA DE OBRAS E SERVIÇOS URBANOS, DESTE MUNICIPIO.;2850.56;2850.56;2850.56;;;;;;;;;
