exercicio;codigo_unidade_gestora;codigo_unidade_orcamentaria;nome_unidade_orcamentaria;numero_empenho;data_empenho;codigo_elemento;nome_elemento_despesa;codigo_funcao;nome_funcao;codigo_sub_funcao;nome_sub_funcao;codigo_programa;nome_programa;codigo_acao;nome_acao;nome_credor;codigo_credor;historico;valor_contratado;valor_realizado;valor_pago
2024;201157;02040;Secretaria de Saude;'0000336;06/02/2024;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO SPIN DE PLACA QSE6G62 PERTENCENTE A SECRETARIA DE SAUDE DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;3283.55;3283.55;3283.55
2024;201157;02040;Secretaria de Saude;'0000337;06/02/2024;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A STRADA DE PLACA MOT8792 PERTENCENTE A SECRETARIA DE SAUDE DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;658.47;658.47;658.47
2024;201157;02040;Secretaria de Saude;'0000339;06/02/2024;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO MICROONIBUS DE PLACA QSD6309 PERTENCENTE A SECRETARIA DE SAUDE DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;3797.12;3797.12;3797.12
2024;201157;02110;Fundo Municipal de Saude;'0000340;06/02/2024;30;Material de Consumo;10;Saúde;301;Atenção Básica;1002;SAUDE ACOLHEDORA, INTEGRAL, RESOLUTIVA E CIDADA ESSE E MEU LUGAR;2035;MANUTENCAO DO BLOCO DAS ACOES E SERVICOS PUBLICOS DE SAUDE- ATENCAO PR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A MONTANA DE PLACA RLQ1D50 PERTENCENTE AO PSF DO BAIRRO DE LAGOA DO MATO NESTE MUNICIPIO REFERENTE AO MÊS DE JANEIRO DE 2024;1353.58;1353.58;1353.58
2024;201157;02040;Secretaria de Saude;'0000341;06/02/2024;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO A L200 DE PLACA QFN9844 PERTENCENTE A SECRETARIA DE SAUDE DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;1714.35;1714.35;1714.35
2024;201157;02110;Fundo Municipal de Saude;'0000342;06/02/2024;30;Material de Consumo;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1002;SAUDE ACOLHEDORA, INTEGRAL, RESOLUTIVA E CIDADA ESSE E MEU LUGAR;2037;MANUTENCAO DO BLOCO DAS ACOES E SERVICOS PUBLICOS DE SAUDE-ATENCAO ESP;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO AMBULANCIA DE PLACA QSC0594 PERTENCENTE AO PSF DO BAIRRO DE LAGOA DO MATO NESTE MUNICIPIO REFERENTE AO MÊS DE JANEIRO DE 2024;1126.38;1126.38;1126.38
2024;201157;02040;Secretaria de Saude;'0000343;06/02/2024;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO A L200 DE PLACA QFN9894 PERTENCENTE A SECRETARIA DE SAUDE DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;1355.38;1355.38;1355.38
2024;201157;02040;Secretaria de Saude;'0000344;06/02/2024;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO CORSA DE PLACA QFT1488 PERTENCENTE A SECRETARIA DE SAUDE DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;955.97;955.97;955.97
2024;201157;02140;Fundo Municipal de Assistência Social;'0000391;07/02/2024;30;Material de Consumo;8;Assistêncial Social;244;Assistência Comunitária;1003;DESENVOLVIMENTO SOCIAL, POR MAIS CIDADANIA E DIREITOS ESSE E MEU LUGAR;2050;MANUTENCAO E GERENCIAMENTO DO PROGRAMA BOLSA FAMILIA;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A SPIN DE PLACA QNS4268 PERTENCENTE AO BOLSA FAMILIA DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;698.86;698.86;698.86
2024;201157;02070;Secretaria de Desenvolvimento Social;'0000392;07/02/2024;30;Material de Consumo;8;Assistêncial Social;243;Assistência à Criança e ao Adolescente;1003;DESENVOLVIMENTO SOCIAL, POR MAIS CIDADANIA E DIREITOS ESSE E MEU LUGAR;2026;MANUTENCAO DO CONSELHO TUTELAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO CRONNOS DE PLACA SLD6G90 PERTENCENTE AO CONSELHO TUTELAR DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;417.24;417.24;417.24
2024;201157;02010;Secretaria de Gestao;'0000393;07/02/2024;30;Material de Consumo;4;Administração;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2004;MANUTENCAO DAS ATIVIDADES DA SECRETARIA EXECUTIVA DE GABINETE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO ONIX DE PLACA QFH0E31 LOCADO A DISPOSICAO DO GABINETE DO PREFEITO RELATIVO AO MÊS DE JANEIRO DE 2024;480.82;480.82;480.82
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000394;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A ROCADEIRA SHT0002 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;134.75;134.75;134.75
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000395;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO VEICULO CAMINHAO COMPACTADOR  DE PLACA SKX4C74 PERTENCENTE A SECRETARIA DE OBRAS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;13306.83;13306.83;13306.83
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000396;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A ROCADEIRA SHT0001 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;53.9;53.9;53.9
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000397;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL BS500 DESTINADO AO VEICULO CAMINHAO L 1113  DE PLACA KJL1960 LOCADO A SECRETARIA DE OBRAS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;1281.6;1281.6;1281.6
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000398;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A BOMBA D'AGUA BOM0001 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;215.6;215.6;215.6
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000399;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO VEICULO CAMINHAO COMPACTADOR  DE PLACA RLX7197 PERTENCENTE A SECRETARIA DE OBRAS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;1564.98;1564.98;1564.98
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000400;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO CORTADOR DE GRAMA CORT001 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;80.85;80.85;80.85
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0000401;07/02/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO VEICULO CAMINHAO PIPA  DE PLACA OGG6655 PERTENCENTE A SECRETARIA DE AGRICULTURA DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;2683.91;2683.91;2683.91
2024;201157;02050;Secretaria de Educacao;'0000402;07/02/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO VEICULO ONIBUS MBENZ 1519 DE PLACA QFX0I85 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;788.54;788.54;788.54
2024;201157;02050;Secretaria de Educacao;'0000403;07/02/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO VEICULO ONIBUS MBENZ DE PLACA QFE8F16 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;899.55;899.55;899.55
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000404;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL BS500 DESTINADO A CAMIONETA F1000 DE PLACA KFJ2368 LOCADA A DISPOSICAO DA SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;475.2;475.2;475.2
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000405;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO MOTO CG125  DE PLACA NPT0772 PERTENCENTE A SECRETARIA DE OBRAS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;132.4;132.4;132.4
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0000406;07/02/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO NXRI 150 BROS  DE PLACA NQI0465 PERTENCENTE A SECRETARIA DE AGRICULTURA DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;80.04;80.04;80.04
2024;201157;02060;Secretaria de Transito;'0000407;07/02/2024;30;Material de Consumo;26;Transporte;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2024;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE TRANSITO;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO A DUCATO DE PLACA MND5583 PERTENCENTE A SECRETARIA DE TRANSITO DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;1041.45;1041.45;1041.45
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0000408;07/02/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO CAMINHAO IVECO DE PLACA RUN9I29 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;9761.31;9761.31;9761.31
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0000409;07/02/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO MOTO XR190 DE PLACA SKX7B03 PERTENCENTE A SECRETARIA DE AGRICULTURA DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;0.0;0.0;0.0
2024;201157;02070;Secretaria de Desenvolvimento Social;'0000410;07/02/2024;30;Material de Consumo;8;Assistêncial Social;244;Assistência Comunitária;1003;DESENVOLVIMENTO SOCIAL, POR MAIS CIDADANIA E DIREITOS ESSE E MEU LUGAR;2027;MANUTENCAO DOS CONSELHOS VINCULADOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO AIR CROSS DE PLACA SKX7B03 PERTENCENTE AO CONSELHO DO IDOSO  DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;0.0;0.0;0.0
2024;201157;02050;Secretaria de Educacao;'0000411;07/02/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2010;MANUTENCAO DAS ATIVIDADES DO ENSINO FUNDAMENTAL;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO STRADA DE PLACA SKV9F88 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;842.91;842.91;842.91
2024;201157;02010;Secretaria de Gestao;'0000412;07/02/2024;30;Material de Consumo;4;Administração;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2002;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE GESTAO;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO PALIO DE PLACA QFE8506 PERTENCENTE A SECRETARIA DE GESTAO DESTE MUNICIPIO RELATIVO AO MÊS DE JANEIRO DE 2024;980.81;980.81;980.81
